"Sample","Watershed","Date","Dipteran_Large","Terrestrial_Large","Caddisfly_Large","Mayfly_Large","Stonefly_Large","Other_Large","Dipteran_Small","Terrestrial_Small","Other_Small"
"ST191229","6","10/28/2019",10,0,0,0,0,0,12,5,0
"ST191230","6","10/28/2019",11,0,0,0,0,0,16,6,0
"ST191230","6","10/28/2019",9,2,0,0,0,0,36,2,0
"ST191266","6","11/4/2019",1,1,0,0,0,0,15,6,0
"ST191266","6","11/4/2019",6,1,0,0,0,1,23,7,0
"ST191267","6","11/4/2019",1,1,0,0,0,0,7,2,0
"ST191267","6","11/4/2019",3,0,0,0,0,0,12,7,0
"ST191268","6","11/4/2019",1,0,0,0,0,0,10,4,0
"ST191268","6","11/4/2019",10,1,0,0,0,0,22,1,0
"ST191269","6","11/4/2019",6,0,0,0,0,0,16,0,1
"ST191269","6","11/4/2019",9,1,0,0,0,0,50,10,0
"ST191270","6","11/4/2019",1,1,0,0,0,0,16,7,0
"ST191270","6","11/4/2019",4,0,0,0,0,0,26,5,0
"ST191306","6","11/11/2019",2,0,0,0,0,0,4,0,0
"ST191306","6","11/11/2019",0,0,0,0,0,0,2,0,0
"ST191307","6","11/11/2019",4,0,0,0,0,0,4,0,0
"ST191307","6","11/11/2019",2,0,0,0,0,0,1,1,0
"ST191308","6","11/11/2019",1,0,0,0,0,0,2,0,0
"ST191308","6","11/11/2019",1,0,0,0,0,0,5,0,0
"ST191309","6","11/11/2019",3,0,0,0,0,0,8,1,0
"ST191309","6","11/11/2019",0,0,0,0,0,0,4,0,0
"ST191310","6","11/11/2019",7,0,0,0,0,0,3,0,0
"ST191310","6","11/11/2019",3,0,0,0,0,0,2,0,0
"1","9","5/21/2018",10,2,0,0,0,3,16,2,10
"2","9","5/21/2018",3,1,0,0,1,4,6,0,7
"3","9","5/21/2018",2,3,0,0,0,0,6,2,0
"4","9","5/21/2018",4,1,0,0,0,0,13,2,5
"5","9","5/21/2018",4,1,0,0,0,0,8,2,3
"6","9","5/21/2018",3,0,0,0,0,2,7,1,3
"7","9","5/21/2018",2,0,0,0,0,0,67,0,0
"8","9","5/21/2018",4,2,0,0,1,0,29,0,2
"9","9","5/21/2018",3,0,0,0,1,1,17,2,8
"10","9","5/21/2018",3,1,0,0,0,2,7,5,6
"1","9","5/29/2018",5,4,0,0,1,2,21,9,32
"2","9","5/29/2018",4,1,0,0,0,0,8,6,14
"3","9","5/29/2018",4,5,0,0,0,2,19,13,13
"4","9","5/29/2018",1,3,0,0,0,3,10,5,11
"5","9","5/29/2018",11,6,0,0,0,0,51,4,12
"6","9","5/29/2018",12,2,0,0,1,0,13,4,6
"7","9","5/29/2018",4,1,0,0,0,3,35,6,8
"8","9","5/29/2018",0,0,0,0,0,0,11,2,3
"9","9","5/29/2018",2,3,0,0,0,0,47,10,13
"10","9","5/29/2018",7,0,0,0,0,0,10,1,5
"1","9","6/4/2018",4,0,0,0,0,1,11,0,8
"2","9","6/4/2018",4,0,0,0,0,0,29,0,7
"3","9","6/4/2018",6,0,1,0,0,1,40,0,16
"4","9","6/4/2018",2,0,1,0,1,0,33,0,7
"5","9","6/4/2018",4,0,0,0,0,1,27,0,0
"6","9","6/4/2018",14,0,0,0,0,2,67,0,12
"7","9","6/4/2018",13,1,0,0,0,2,44,0,18
"8","9","6/4/2018",6,2,0,0,1,1,20,0,22
"9","9","6/4/2018",3,4,0,0,0,1,33,0,36
"10","9","6/4/2018",3,2,0,0,1,2,22,0,18
"1","9","6/11/2018",15,0,0,0,0,0,26,0,2
"2","9","6/11/2018",2,0,0,0,0,1,27,0,5
"3","9","6/11/2018",2,1,0,0,0,2,70,0,7
"4","9","6/11/2018",0,3,0,0,1,0,31,0,4
"5","9","6/11/2018",0,3,0,0,1,0,13,0,4
"6","9","6/11/2018",6,1,0,0,1,3,55,0,24
"7","9","6/11/2018",3,1,0,0,0,0,14,0,3
"8","9","6/11/2018",4,2,0,0,0,0,77,0,8
"9","9","6/11/2018",2,0,0,0,0,1,35,0,4
"10","9","6/11/2018",1,0,0,0,0,0,11,0,2
"1","9","6/18/2018",1,0,0,0,1,3,20,0,6
"2","9","6/18/2018",3,0,0,0,1,2,27,0,4
"3","9","6/18/2018",4,1,1,0,0,4,66,0,8
"4","9","6/18/2018",3,2,0,0,0,7,41,0,0
"5","9","6/18/2018",3,3,0,0,0,4,45,0,36
"6","9","6/18/2018",3,3,1,0,3,0,56,0,34
"7","9","6/18/2018",4,8,2,0,3,0,41,0,0
"8","9","6/18/2018",3,1,1,0,0,1,45,0,31
"9","9","6/18/2018",3,1,0,0,0,0,21,0,0
"10","9","6/18/2018",2,0,0,0,0,3,64,0,18
"1","9","6/25/2018",6,8,0,0,0,4,30,0,25
"2","9","6/25/2018",1,0,1,0,0,1,27,0,62
"3","9","6/25/2018",6,6,0,0,1,1,30,0,48
"4","9","6/25/2018",2,7,0,0,1,1,11,0,13
"5","9","6/25/2018",5,1,0,0,0,3,27,0,14
"6","9","6/25/2018",1,1,1,0,0,0,5,0,4
"7","9","6/25/2018",4,1,1,0,0,1,12,0,13
"8","9","6/25/2018",6,1,0,0,0,4,52,0,27
"9","9","6/25/2018",5,0,1,0,0,2,26,0,17
"10","9","6/25/2018",10,5,0,0,0,0,19,0,6
"1","9","7/2/2018",11,0,1,0,0,2,18,0,10
"2","9","7/2/2018",25,0,0,0,0,2,10,0,12
"3","9","7/2/2018",5,1,0,0,0,3,14,0,12
"4","9","7/2/2018",2,0,1,0,0,2,5,0,6
"5","9","7/2/2018",4,2,0,0,0,0,15,0,25
"6","9","7/2/2018",10,2,0,0,0,0,18,0,33
"7","9","7/2/2018",6,0,4,0,0,2,25,0,19
"8","9","7/2/2018",4,0,0,0,0,0,22,0,6
"9","9","7/2/2018",4,0,0,0,0,1,20,0,53
"10","9","7/2/2018",2,4,0,0,1,2,11,0,2
"1","9","7/9/2018",2,2,0,0,0,2,17,0,21
"2","9","7/9/2018",8,2,0,0,1,3,30,0,33
"3","9","7/9/2018",3,1,0,0,0,3,30,0,33
"4","9","7/9/2018",3,0,0,0,0,0,11,0,28
"5","9","7/9/2018",1,7,1,0,0,0,21,0,24
"6","9","7/9/2018",1,2,0,0,4,0,31,0,95
"7","9","7/9/2018",2,0,2,0,0,0,42,0,45
"8","9","7/9/2018",0,3,1,0,0,3,20,0,29
"9","9","7/9/2018",0,2,0,0,3,4,37,0,57
"10","9","7/9/2018",3,6,1,0,0,3,16,0,0
"1","9","7/16/2018",0,3,0,0,0,3,22,0,14
"2","9","7/16/2018",0,2,2,0,1,0,46,0,20
"3","9","7/16/2018",3,3,0,0,0,1,29,0,17
"4","9","7/16/2018",0,0,0,0,3,1,23,0,6
"5","9","7/16/2018",2,1,1,0,0,1,16,0,34
"6","9","7/16/2018",1,0,2,0,0,0,11,0,7
"7","9","7/16/2018",2,9,2,0,0,0,21,0,16
"8","9","7/16/2018",3,5,0,0,2,0,36,0,40
"9","9","7/16/2018",2,11,0,0,2,3,46,0,39
"10","9","7/16/2018",1,5,0,0,1,1,16,0,14
"1","9","7/23/2018",5,0,0,0,0,0,12,0,15
"2","9","7/23/2018",5,3,0,0,2,0,9,0,12
"3","9","7/23/2018",5,3,2,0,0,1,14,0,3
"4","9","7/23/2018",3,1,1,0,1,0,20,0,0
"5","9","7/23/2018",8,1,1,0,2,0,14,0,12
"6","9","7/23/2018",2,1,2,0,4,1,13,0,5
"7","9","7/23/2018",3,8,0,0,0,0,17,0,7
"8","9","7/23/2018",3,1,0,0,5,0,17,0,10
"9","9","7/23/2018",2,5,0,0,14,2,6,0,14
"10","9","7/23/2018",1,4,1,0,6,0,19,3,5
"1","9","7/30/2018",2,0,0,0,6,0,9,0,0
"2","9","7/30/2018",0,0,0,0,4,1,13,1,0
"3","9","7/30/2018",0,1,1,0,2,0,9,0,3
"4","9","7/30/2018",0,2,0,0,0,0,6,0,0
"5","9","7/30/2018",1,0,1,0,11,0,5,0,0
"6","9","7/30/2018",3,0,0,0,12,1,10,0,3
"7","9","7/30/2018",1,0,0,0,0,0,3,0,1
"8","9","7/30/2018",1,0,0,0,1,0,2,0,1
"9","9","7/30/2018",1,0,0,0,0,2,5,0,1
"10","9","7/30/2018",0,0,0,0,2,0,3,0,4
"1","9","8/6/2018",4,0,0,0,1,0,3,0,2
"2","9","8/6/2018",8,0,0,0,1,1,5,0,2
"3","9","8/6/2018",8,0,0,0,5,0,7,0,0
"4","9","8/6/2018",5,0,1,0,4,0,3,0,0
"5","9","8/6/2018",9,0,0,0,1,0,8,0,2
"6","9","8/6/2018",0,0,0,0,1,0,1,0,0
"7","9","8/6/2018",3,0,0,0,8,0,9,0,2
"8","9","8/6/2018",1,2,0,0,8,1,8,0,0
"9","9","8/6/2018",1,0,0,0,4,0,2,0,1
"10","9","8/6/2018",3,1,0,0,9,2,6,0,0
"1","9","8/13/2018",2,0,0,0,1,0,2,0,0
"2","9","8/13/2018",4,0,0,0,0,1,11,0,1
"3","9","8/13/2018",1,0,0,0,2,0,8,0,0
"4","9","8/13/2018",7,0,0,0,2,2,3,0,0
"5","9","8/13/2018",3,0,0,0,1,0,7,0,0
"6","9","8/13/2018",1,1,0,0,16,2,5,0,2
"7","9","8/13/2018",3,0,0,0,4,2,5,0,0
"8","9","8/13/2018",0,0,0,0,5,0,2,0,0
"9","9","8/13/2018",4,0,0,0,6,1,5,0,0
"10","9","8/13/2018",2,0,0,0,5,1,10,0,0
"1","9","8/20/2018",1,0,0,0,2,1,7,0,0
"2","9","8/20/2018",4,0,0,0,13,1,15,0,2
"3","9","8/20/2018",0,1,1,0,3,3,10,0,0
"4","9","8/20/2018",2,0,0,0,4,1,15,0,0
"5","9","8/20/2018",1,3,0,0,1,0,5,0,0
"6","9","8/20/2018",6,1,0,0,1,0,13,0,0
"7","9","8/20/2018",2,0,0,0,3,1,7,0,1
"8","9","8/20/2018",0,0,0,0,0,0,9,0,2
"9","9","8/20/2018",1,0,0,0,1,0,0,0,0
"10","9","8/20/2018",3,0,0,0,0,1,5,0,0
"1","9","8/27/2018",3,1,2,0,1,0,2,0,1
"2","9","8/27/2018",2,0,0,0,1,0,2,0,1
"3","9","8/27/2018",2,1,1,0,1,1,11,0,1
"4","9","8/27/2018",1,0,0,0,0,0,9,0,0
"5","9","8/27/2018",6,0,1,0,1,0,4,0,0
"6","9","8/27/2018",5,0,0,0,2,0,5,0,2
"7","9","8/27/2018",2,0,0,0,2,1,10,0,0
"8","9","8/27/2018",7,1,0,0,2,0,13,0,1
"9","9","8/27/2018",2,1,1,0,0,0,6,0,0
"10","9","8/27/2018",4,0,0,0,6,0,1,0,0
"1","9","9/4/2018",4,0,0,0,1,0,6,0,0
"2","9","9/4/2018",4,0,0,0,3,0,7,0,0
"3","9","9/4/2018",7,0,0,0,0,0,7,0,0
"4","9","9/4/2018",0,0,0,0,1,0,6,0,0
"5","9","9/4/2018",3,1,1,0,0,0,6,0,0
"6","9","9/4/2018",4,0,0,0,1,0,3,0,0
"7","9","9/4/2018",2,0,1,0,5,0,9,0,0
"8","9","9/4/2018",0,0,0,0,0,0,11,0,0
"9","9","9/4/2018",2,0,0,0,1,0,2,0,0
"10","9","9/4/2018",1,0,0,0,0,0,4,0,4
"1","9","9/10/2018",1,0,1,0,0,0,2,0,1
"2","9","9/10/2018",5,0,0,0,0,0,9,0,2
"3","9","9/10/2018",4,0,1,0,1,0,0,0,3
"4","9","9/10/2018",1,0,0,0,0,0,4,0,0
"5","9","9/10/2018",4,0,1,0,3,0,10,0,1
"6","9","9/10/2018",3,0,0,0,0,0,12,0,2
"7","9","9/10/2018",1,0,1,0,1,0,5,0,2
"8","9","9/10/2018",2,0,0,0,9,1,5,0,0
"9","9","9/10/2018",1,0,0,0,4,0,3,0,3
"10","9","9/10/2018",2,0,0,0,3,0,1,0,0
"1","9","9/17/2018",5,2,1,0,2,0,10,0,0
"2","9","9/17/2018",2,0,0,0,2,0,6,0,0
"3","9","9/17/2018",0,0,0,0,0,0,1,0,0
"4","9","9/17/2018",0,0,0,0,0,0,5,0,1
"5","9","9/17/2018",1,0,2,0,0,0,0,0,1
"6","9","9/17/2018",2,0,0,0,0,0,4,0,3
"7","9","9/17/2018",1,0,0,0,0,0,3,0,3
"8","9","9/17/2018",2,0,0,0,0,0,1,0,1
"9","9","9/17/2018",1,0,0,0,0,0,2,0,2
"10","9","9/17/2018",2,0,0,0,3,0,3,0,1
"1","9","9/24/2018",2,0,0,0,2,0,8,0,1
"2","9","9/24/2018",1,0,0,0,0,0,7,0,0
"3","9","9/24/2018",2,0,0,0,2,0,7,0,1
"4","9","9/24/2018",4,0,0,0,3,1,2,0,0
"5","9","9/24/2018",3,0,0,0,0,0,2,0,0
"6","9","9/24/2018",3,0,0,0,0,0,1,0,1
"7","9","9/24/2018",1,0,0,0,0,0,2,0,0
"8","9","9/24/2018",0,0,0,0,0,0,2,0,0
"9","9","9/24/2018",0,0,0,0,0,0,5,0,0
"10","9","9/24/2018",0,0,0,0,0,0,6,0,0
"1","9","10/1/2018",4,0,0,0,0,0,5,2,0
"2","9","10/1/2018",4,2,0,0,0,1,5,2,0
"3","9","10/1/2018",0,0,0,0,0,0,3,1,0
"4","9","10/1/2018",2,0,0,0,0,0,3,1,0
"5","9","10/1/2018",8,3,0,0,0,0,5,3,0
"6","9","10/1/2018",4,2,0,0,0,0,6,0,2
"7","9","10/1/2018",3,1,0,0,0,0,5,1,0
"8","9","10/1/2018",0,0,0,0,0,0,5,2,1
"9","9","10/1/2018",2,0,0,0,0,0,0,0,0
"10","9","10/1/2018",2,0,0,0,0,0,2,2,0
"1","9","10/8/2018",0,0,0,0,0,0,12,0,0
"2","9","10/8/2018",1,0,0,0,0,0,1,0,0
"3","9","10/8/2018",2,0,0,0,0,1,4,0,0
"4","9","10/8/2018",3,1,0,0,0,0,7,0,0
"5","9","10/8/2018",0,0,0,0,0,0,9,0,2
"6","9","10/8/2018",1,0,0,0,0,0,8,0,1
"7","9","10/8/2018",0,0,0,0,0,0,7,0,0
"8","9","10/8/2018",4,0,0,0,2,1,9,0,0
"9","9","10/8/2018",0,0,0,0,0,0,13,0,2
"10","9","10/8/2018",2,0,0,0,0,0,0,0,0
"1","9","10/15/2018",4,0,0,0,0,0,12,0,0
"2","9","10/15/2018",3,1,0,0,0,0,5,0,0
"3","9","10/15/2018",3,0,0,0,0,0,4,0,0
"4","9","10/15/2018",4,0,0,0,0,0,8,0,1
"5","9","10/15/2018",5,0,0,0,0,0,7,0,0
"6","9","10/15/2018",3,0,0,0,1,0,9,0,0
"7","9","10/15/2018",3,0,0,0,0,0,17,0,0
"8","9","10/15/2018",1,0,0,0,0,0,9,0,2
"9","9","10/15/2018",0,0,0,0,0,0,4,0,0
"10","9","10/15/2018",2,0,0,0,0,0,3,0,0
"1","9","10/22/2018",2,0,0,0,0,0,7,0,0
"2","9","10/22/2018",3,0,0,0,0,0,3,0,0
"3","9","10/22/2018",0,0,0,0,0,0,1,0,0
"4","9","10/22/2018",1,0,0,0,0,0,2,0,0
"5","9","10/22/2018",2,0,0,0,0,0,1,0,0
"6","9","10/22/2018",1,0,0,0,0,0,4,0,0
"7","9","10/22/2018",3,0,0,0,0,0,4,0,0
"8","9","10/22/2018",0,0,0,0,0,0,1,0,0
"9","9","10/22/2018",1,0,0,0,0,0,3,0,0
"10","9","10/22/2018",2,0,0,0,0,0,2,0,0
"1","9","10/29/2018",0,0,0,0,0,0,1,0,0
"2","9","10/29/2018",0,0,0,0,0,0,1,0,0
"3","9","10/29/2018",0,0,0,0,0,0,2,0,0
"4","9","10/29/2018",0,0,0,0,0,0,1,0,0
"5","9","10/29/2018",0,0,0,0,0,0,1,0,0
"6","9","10/29/2018",0,0,0,0,0,0,1,0,0
"7","9","10/29/2018",0,0,0,0,0,0,0,0,0
"8","9","10/29/2018",0,0,0,0,0,0,1,0,0
"9","9","10/29/2018",0,0,0,0,0,0,1,0,0
"10","9","10/29/2018",1,0,0,0,0,0,1,0,0
"1","9","11/5/2018",2,0,0,0,0,0,1,0,0
"2","9","11/5/2018",2,0,0,0,0,0,2,0,0
"3","9","11/5/2018",0,0,0,0,0,0,1,0,0
"4","9","11/5/2018",2,0,0,0,0,0,4,0,0
"5","9","11/5/2018",3,0,0,0,0,0,2,0,0
"6","9","11/5/2018",0,0,0,0,0,0,1,0,1
"7","9","11/5/2018",2,0,0,0,0,0,0,0,0
"8","9","11/5/2018",2,0,0,0,0,0,2,0,0
"9","9","11/5/2018",0,0,0,0,0,0,1,0,0
"10","9","11/5/2018",0,0,0,0,0,0,2,0,0
"1","9","11/12/2018",2,0,0,0,0,0,3,0,0
"2","9","11/12/2018",3,0,0,0,0,0,4,0,0
"3","9","11/12/2018",0,0,0,0,0,0,2,0,1
"4","9","11/12/2018",1,0,0,0,0,0,0,0,0
"5","9","11/12/2018",10,0,0,0,0,0,0,0,0
"6","9","11/12/2018",0,0,0,0,0,0,0,0,0
"7","9","11/12/2018",1,0,0,0,0,0,2,0,0
"8","9","11/12/2018",3,0,0,0,0,0,1,0,0
"9","9","11/12/2018",0,0,0,0,0,0,1,0,0
"10","9","11/12/2018",2,0,0,0,0,0,3,0,2
"ST190391","9","6/2/2019",6,1,0,0,0,0,15,0,4
"ST190391","9","6/2/2019",4,0,0,0,0,0,18,0,0
"ST190392","9","6/2/2019",0,0,0,0,0,0,13,0,0
"ST190392","9","6/2/2019",1,0,0,0,0,0,26,0,2
"ST190393","9","6/2/2019",2,0,1,0,0,0,41,0,0
"ST190393","9","6/2/2019",2,0,0,0,0,0,51,0,0
"ST190394","9","6/2/2019",8,0,0,0,0,0,60,0,2
"ST190394","9","6/2/2019",3,0,0,0,0,0,31,0,0
"ST190395","9","6/2/2019",3,1,0,0,0,0,47,2,1
"ST190395","9","6/2/2019",2,1,1,0,0,0,59,0,1
"ST190431","9","6/10/2019",3,0,0,0,0,0,78,0,2
"ST190431","9","6/10/2019",5,0,0,0,0,0,38,0,2
"ST190432","9","6/10/2019",6,1,1,0,0,2,114,0,0
"ST190432","9","6/10/2019",2,1,0,0,1,1,73,0,1
"ST190433","9","6/10/2019",3,16,0,0,1,9,106,0,3
"ST190433","9","6/10/2019",4,9,0,0,0,4,62,0,3
"ST190434","9","6/10/2019",2,8,0,0,1,2,79,0,2
"ST190434","9","6/10/2019",2,6,0,0,0,3,50,0,2
"ST190435","9","6/10/2019",4,0,0,0,1,0,68,0,4
"ST190435","9","6/10/2019",2,0,0,0,0,1,33,0,3
"ST190471","9","6/17/2019",3,5,0,0,1,0,78,0,1
"ST190471","9","6/17/2019",5,0,0,0,0,1,35,0,3
"ST190472","9","6/17/2019",1,0,0,0,0,0,33,0,2
"ST190472","9","6/17/2019",3,0,0,0,0,0,19,0,3
"ST190473","9","6/17/2019",2,0,0,0,1,0,45,0,2
"ST190473","9","6/17/2019",2,1,0,0,0,2,50,0,1
"ST190474","9","6/17/2019",0,5,0,0,0,4,50,0,2
"ST190474","9","6/17/2019",4,2,0,0,1,4,62,0,5
"ST190475","9","6/17/2019",3,0,0,0,0,0,61,0,1
"ST190475","9","6/17/2019",4,3,0,0,0,0,30,0,4
"ST190071","9","4/1/2019",2,0,0,0,0,0,0,0,0
"ST190071","9","4/1/2019",0,0,0,0,0,0,0,0,0
"ST190231","9","5/6/2019",1,0,0,0,0,0,0,0,0
"ST190231","9","5/6/2019",0,0,0,0,0,0,0,0,0
"ST190271","9","5/13/2019",2,0,0,0,0,0,4,0,0
"ST190271","9","5/13/2019",0,0,0,0,0,0,0,0,0
"ST190311","9","5/20/2019",5,0,0,0,0,0,4,0,0
"ST190311","9","5/20/2019",3,0,0,0,0,1,4,0,0
"ST190312","9","5/20/2019",0,0,0,0,0,1,5,0,1
"ST190312","9","5/20/2019",1,0,0,0,0,0,2,0,0
"ST190313","9","5/20/2019",4,0,0,0,0,0,5,0,1
"ST190313","9","5/20/2019",1,0,0,0,0,0,11,0,1
"ST190314","9","5/20/2019",8,0,0,0,0,1,2,0,1
"ST190314","9","5/20/2019",3,0,0,0,0,1,13,0,2
"ST190315","9","5/20/2019",6,0,0,0,0,1,8,0,0
"ST190315","9","5/20/2019",11,0,0,0,0,1,2,0,9
"ST190351","9","5/28/2019",2,4,0,0,0,0,32,0,5
"ST190351","9","5/28/2019",0,0,0,0,0,0,10,0,2
"ST190352","9","5/28/2019",0,1,1,0,0,7,81,0,0
"ST190352","9","5/28/2019",1,0,0,0,0,1,22,0,1
"ST190353","9","5/28/2019",1,0,0,0,0,1,46,0,2
"ST190353","9","5/28/2019",0,0,0,0,0,1,14,0,0
"ST190354","9","5/28/2019",4,0,0,0,0,0,82,0,2
"ST190354","9","5/28/2019",3,1,0,0,0,1,42,0,1
"ST190355","9","5/28/2019",3,0,0,0,0,0,79,0,1
"ST190355","9","5/28/2019",2,1,0,0,0,4,73,0,0
"1","HBK","7/9/2018",1,0,0,0,0,0,2,0,0
"2","HBK","7/9/2018",1,1,1,1,1,0,4,0,0
"3","HBK","7/9/2018",1,0,0,0,0,0,14,0,0
"4","HBK","7/9/2018",1,0,0,0,0,0,7,0,0
"5","HBK","7/9/2018",3,0,0,0,3,0,14,0,0
"6","HBK","7/9/2018",4,0,0,0,2,0,7,0,0
"7","HBK","7/9/2018",4,0,0,0,3,1,18,0,0
"8","HBK","7/9/2018",2,1,0,0,1,0,22,0,0
"9","HBK","7/9/2018",1,2,0,0,1,0,11,0,0
"10","HBK","7/9/2018",1,0,1,0,0,3,8,0,0
"1","HBK","7/16/2018",0,0,0,0,3,4,25,0,0
"2","HBK","7/16/2018",1,0,0,0,0,4,14,0,0
"3","HBK","7/16/2018",2,4,0,0,1,3,13,0,0
"4","HBK","7/16/2018",2,3,0,0,2,1,16,0,0
"5","HBK","7/16/2018",2,0,1,0,1,0,48,0,0
"6","HBK","7/16/2018",1,0,3,0,0,0,28,0,0
"7","HBK","7/16/2018",2,2,0,0,0,1,18,0,0
"8","HBK","7/16/2018",0,1,0,0,0,2,20,5,0
"9","HBK","7/16/2018",1,2,1,0,0,0,19,2,0
"10","HBK","7/16/2018",1,3,0,0,0,1,16,0,0
"1","HBK","7/23/2018",1,1,0,0,0,0,0,0,0
"2","HBK","7/23/2018",2,3,0,0,0,1,0,0,0
"3","HBK","7/23/2018",1,0,0,0,1,2,31,0,0
"4","HBK","7/23/2018",5,7,0,0,1,0,19,0,0
"5","HBK","7/23/2018",0,0,0,0,0,0,0,0,0
"6","HBK","7/23/2018",0,0,0,0,0,0,1,2,0
"7","HBK","7/23/2018",4,2,0,0,1,0,13,0,0
"8","HBK","7/23/2018",3,0,0,0,1,0,27,1,0
"9","HBK","7/23/2018",0,2,0,0,0,1,2,0,0
"10","HBK","7/23/2018",0,0,0,0,0,0,1,0,0
"1","HBK","7/30/2018",0,0,0,0,1,0,6,0,0
"2","HBK","7/30/2018",0,0,0,0,3,0,4,0,0
"3","HBK","7/30/2018",1,0,1,0,2,0,16,0,0
"4","HBK","7/30/2018",1,0,1,0,2,0,26,1,0
"5","HBK","7/30/2018",0,0,0,0,0,0,4,0,0
"6","HBK","7/30/2018",1,0,0,0,0,0,2,0,0
"7","HBK","7/30/2018",1,0,0,1,1,0,7,0,0
"8","HBK","7/30/2018",0,0,0,0,0,0,9,0,0
"9","HBK","7/30/2018",1,0,0,0,0,0,8,0,0
"10","HBK","7/30/2018",0,0,0,0,0,0,7,0,0
"1","HBK","8/6/2018",0,0,0,0,0,0,7,0,0
"2","HBK","8/6/2018",2,0,0,0,0,0,2,0,0
"3","HBK","8/6/2018",0,0,2,0,0,0,16,0,0
"4","HBK","8/6/2018",0,2,0,0,0,0,10,0,0
"5","HBK","8/6/2018",0,0,0,0,0,1,6,0,0
"6","HBK","8/6/2018",1,0,0,0,0,0,12,0,0
"7","HBK","8/6/2018",2,0,1,0,2,0,5,0,0
"8","HBK","8/6/2018",0,0,0,0,1,0,4,0,0
"9","HBK","8/6/2018",0,0,1,0,0,0,3,0,0
"10","HBK","8/6/2018",0,1,1,0,1,0,1,0,0
"1","HBK","8/13/2018",1,0,0,0,0,1,0,0,0
"2","HBK","8/13/2018",0,0,0,0,1,0,6,0,0
"3","HBK","8/13/2018",2,0,0,0,1,0,1,0,0
"4","HBK","8/13/2018",0,0,0,0,0,0,0,0,0
"5","HBK","8/13/2018",0,0,0,0,0,0,5,0,0
"6","HBK","8/13/2018",1,0,0,0,1,2,3,0,0
"7","HBK","8/13/2018",0,0,1,0,0,1,8,0,0
"8","HBK","8/13/2018",0,1,0,0,0,0,6,0,0
"9","HBK","8/13/2018",1,0,0,0,1,0,8,0,0
"10","HBK","8/13/2018",0,0,0,0,0,0,6,0,0
"1","HBK","8/20/2018",0,0,0,0,0,0,5,0,0
"2","HBK","8/20/2018",1,0,0,0,0,0,7,0,0
"3","HBK","8/20/2018",0,0,0,0,0,0,12,0,0
"4","HBK","8/20/2018",0,0,0,0,0,0,23,0,0
"5","HBK","8/20/2018",1,0,0,0,1,0,11,0,0
"6","HBK","8/20/2018",1,0,1,0,0,0,10,0,0
"7","HBK","8/20/2018",2,0,0,0,0,0,7,0,0
"8","HBK","8/20/2018",1,0,0,0,0,0,9,0,0
"9","HBK","8/20/2018",0,0,2,0,0,0,21,0,0
"10","HBK","8/20/2018",0,0,2,0,1,0,22,0,0
"1","HBK","8/27/2018",1,0,0,0,1,1,3,0,0
"2","HBK","8/27/2018",0,0,0,0,0,0,6,0,0
"3","HBK","8/27/2018",5,0,0,0,0,1,1,0,0
"4","HBK","8/27/2018",4,0,0,0,0,1,0,0,0
"5","HBK","8/27/2018",0,0,0,0,0,0,8,0,0
"6","HBK","8/27/2018",0,0,0,0,0,0,8,0,0
"7","HBK","8/27/2018",0,0,0,0,0,0,8,0,0
"8","HBK","8/27/2018",2,0,0,0,1,0,1,0,0
"9","HBK","8/27/2018",0,0,0,0,1,0,8,0,0
"10","HBK","8/27/2018",2,0,0,0,2,0,15,0,0
"1","HBK","9/4/2018",3,1,0,0,1,0,32,6,0
"2","HBK","9/4/2018",1,0,0,0,3,0,33,0,0
"3","HBK","9/4/2018",2,1,0,0,0,0,12,0,0
"4","HBK","9/4/2018",0,0,1,0,2,0,13,0,0
"5","HBK","9/4/2018",0,0,0,0,0,0,17,0,0
"6","HBK","9/4/2018",2,0,0,0,0,0,25,0,0
"7","HBK","9/4/2018",1,1,0,0,0,1,18,0,0
"8","HBK","9/4/2018",0,0,0,0,0,0,11,0,0
"9","HBK","9/4/2018",0,1,0,0,0,0,10,0,0
"10","HBK","9/4/2018",0,0,0,0,0,0,25,0,0
"1","HBK","9/10/2018",3,0,0,0,0,0,29,0,0
"2","HBK","9/10/2018",0,0,0,0,1,1,30,0,0
"3","HBK","9/10/2018",0,0,0,0,0,0,18,0,0
"4","HBK","9/10/2018",0,0,0,0,0,0,12,0,0
"5","HBK","9/10/2018",0,0,0,0,0,0,6,0,0
"6","HBK","9/10/2018",0,0,0,0,0,0,11,0,0
"7","HBK","9/10/2018",0,1,0,0,0,0,1,0,0
"8","HBK","9/10/2018",0,0,0,0,0,0,10,0,0
"9","HBK","9/10/2018",0,0,0,0,0,0,6,0,0
"10","HBK","9/10/2018",0,0,0,0,0,0,6,0,0
"1","HBK","9/17/2018",0,0,0,0,0,2,7,0,0
"2","HBK","9/17/2018",0,0,0,0,0,2,0,0,0
"3","HBK","9/17/2018",0,0,0,0,0,0,10,0,0
"4","HBK","9/17/2018",1,0,0,0,0,0,5,0,0
"5","HBK","9/17/2018",1,0,0,0,0,0,16,0,0
"6","HBK","9/17/2018",0,0,0,0,0,0,10,0,0
"7","HBK","9/17/2018",1,0,1,0,0,0,6,0,0
"8","HBK","9/17/2018",1,0,0,0,0,1,4,0,0
"9","HBK","9/17/2018",0,1,0,0,0,0,5,0,0
